"ZONE_CODE","CIRCLE_CODE","WARD_CODE","ZONE_NAME","CIRCLE_NAME","WARD_NAME"
RJZ021,RJC259,RJ906,Jodhpur-II,Circle-E Jodhpur II,"Circle-E, Jodhpur II, AC / CTO Ward"
RJZ010,RJC115,RJ081,Kota,Circle-A Kota,"Circle-A, Kota - Ward-I"
RJZ010,RJC115,RJ082,Kota,Circle-A Kota,"Circle-A, Kota - Ward-II"
RJZ010,RJC115,RJ551,Kota,Circle-A Kota,"Circle-A, Kota, AC / CTO Ward"
RJZ010,RJC116,RJ123,Kota,Circle-B Kota,"Circle-B, Kota - Ward-I"
RJZ010,RJC116,RJ124,Kota,Circle-B Kota,"Circle-B, Kota - Ward-II"
RJZ010,RJC116,RJ552,Kota,Circle-B Kota,"Circle-B, Kota, AC / CTO Ward"
RJZ010,RJC117,RJ142,Kota,Circle-Baran,Circle-Baran - Ward-I
RJZ010,RJC117,RJ143,Kota,Circle-Baran,Circle-Baran - Ward-II
RJZ010,RJC117,RJ144,Kota,Circle-Baran,Circle-Baran - Ward-III
RJZ010,RJC117,RJ555,Kota,Circle-Baran,"Circle-Baran, AC / CTO Ward"
RJZ010,RJC118,RJ149,Kota,Circle-Bundi,Circle-Bundi - Ward-I
RJZ010,RJC118,RJ150,Kota,Circle-Bundi,Circle-Bundi - Ward-II
RJZ010,RJC118,RJ151,Kota,Circle-Bundi,Circle-Bundi - Ward-III
RJZ010,RJC118,RJ554,Kota,Circle-Bundi,"Circle-Bundi, AC / CTO Ward"
RJZ010,RJC119,RJ167,Kota,Circle-C Kota,"Circle-C, Kota - Ward-I"
RJZ010,RJC119,RJ168,Kota,Circle-C Kota,"Circle-C, Kota - Ward-II"
RJZ010,RJC119,RJ553,Kota,Circle-C Kota,"Circle-C, Kota, AC / CTO Ward"
RJZ010,RJC263,RJ920,Kota,Circle-D Kota,"Circle-D, Kota - Ward-I"
RJZ010,RJC263,RJ921,Kota,Circle-D Kota,"Circle-D, Kota - Ward-II"
RJZ010,RJC263,RJ919,Kota,Circle-D Kota,"Circle-D, Kota, AC / CTO Ward"
RJZ010,RJC264,RJ923,Kota,Circle-E Kota,"Circle-E, Kota - Ward-I"
RJZ010,RJC264,RJ924,Kota,Circle-E Kota,"Circle-E, Kota - Ward-II"
RJZ010,RJC264,RJ922,Kota,Circle-E Kota,"Circle-E, Kota, AC / CTO Ward"
RJZ010,RJC120,RJ244,Kota,Circle-Jhalawar,Circle-Jhalawar - Ward-I
RJZ010,RJC120,RJ245,Kota,Circle-Jhalawar,Circle-Jhalawar - Ward-II
RJZ010,RJC120,RJ246,Kota,Circle-Jhalawar,"Circle-Jhalawar - Ward-III Headquarter, Bhawani Mandi"
RJZ010,RJC120,RJ556,Kota,Circle-Jhalawar,"Circle-Jhalawar, AC / CTO Ward"
RJZ010,RJC121,RJ295,Kota,Circle-Ramganj Mandi,Circle-Ramganj Mandi - Ward-I
RJZ010,RJC121,RJ296,Kota,Circle-Ramganj Mandi,Circle-Ramganj Mandi - Ward-II
RJZ010,RJC121,RJ557,Kota,Circle-Ramganj Mandi,"Circle-Ramganj Mandi, AC / CTO Ward"
RJZ011,RJC266,RJ928,Pali,Circle A -Pali,Circle A -Pali - Ward-I
RJZ011,RJC266,RJ929,Pali,Circle A -Pali,Circle A -Pali - Ward-II
RJZ011,RJC266,RJ927,Pali,Circle A -Pali,"Circle A -Pali, AC / CTO Ward"
RJZ011,RJC267,RJ931,Pali,Circle B -Pali,Circle B -Pali - Ward-I
RJZ011,RJC267,RJ932,Pali,Circle B -Pali,Circle B -Pali - Ward-II
RJZ011,RJC267,RJ933,Pali,Circle B -Pali,"Circle B -Pali - Ward-III Headquarter, Jaitaran"
RJZ011,RJC267,RJ930,Pali,Circle B -Pali,"Circle B -Pali, AC / CTO Ward"
RJZ011,RJC128,RJ240,Pali,Circle-Jalore,Circle-Jalore - Ward-I
RJZ011,RJC128,RJ241,Pali,Circle-Jalore,Circle-Jalore - Ward-II
RJZ011,RJC128,RJ559,Pali,Circle-Jalore,"Circle-Jalore, AC / CTO Ward"
RJZ011,RJC268,RJ935,Pali,Circle-Sanchore,Circle-Sanchore - Ward-I
RJZ011,RJC268,RJ936,Pali,Circle-Sanchore,"Circle-Sanchore - Ward-II Headquarter, Bhinmal"
RJZ011,RJC268,RJ934,Pali,Circle-Sanchore,"Circle-Sanchore, AC / CTO Ward"
RJZ011,RJC130,RJ299,Pali,Circle-Sirohi,Circle-Sirohi - Ward-I
RJZ011,RJC130,RJ301,Pali,Circle-Sirohi,Circle-Sirohi - Ward-II
RJZ011,RJC130,RJ300,Pali,Circle-Sirohi,"Circle-Sirohi - Ward-III Headquarter, Abu Road"
RJZ011,RJC130,RJ302,Pali,Circle-Sirohi,"Circle-Sirohi - Ward-IV Headquarter, Abu Road"
RJZ011,RJC130,RJ560,Pali,Circle-Sirohi,"Circle-Sirohi, AC / CTO Ward"
RJZ011,RJC131,RJ303,Pali,Circle-Sumerpur,Circle-Sumerpur - Ward-I
RJZ011,RJC131,RJ304,Pali,Circle-Sumerpur,Circle-Sumerpur - Ward-II
RJZ011,RJC131,RJ305,Pali,Circle-Sumerpur,Circle-Sumerpur - Ward-III
RJZ011,RJC131,RJ561,Pali,Circle-Sumerpur,"Circle-Sumerpur, AC / CTO Ward"
RJZ012,RJC139,RJ462,Sriganganager,Circle Raisinghnagar,Circle-Raisinghnagar - Ward-I
RJZ012,RJC139,RJ463,Sriganganager,Circle Raisinghnagar,"Circle-Raisinghnagar - Ward-II Headquarter, Padampur"
RJZ012,RJC139,RJ566,Sriganganager,Circle Raisinghnagar,"Circle-Raisinghnagar, AC / CTO Ward"
RJZ012,RJC140,RJ306,Sriganganager,Circle Suratgarh,Circle-Suratgarh - Ward-I
RJZ012,RJC140,RJ307,Sriganganager,Circle Suratgarh,"Circle-Suratgarh - Ward-II Headquarter, Sri Vijaynagar"
RJZ012,RJC140,RJ308,Sriganganager,Circle Suratgarh,"Circle-Suratgarh - Ward-III Headquarter, Anupgarh"
RJZ012,RJC140,RJ567,Sriganganager,Circle Suratgarh,"Circle-Suratgarh, AC / CTO Ward"
RJZ012,RJC135,RJ068,Sriganganager,Circle-A Hanumangarh,"Circle-A, Hanumangarh - Ward-I"
RJZ012,RJC135,RJ389,Sriganganager,Circle-A Hanumangarh,"Circle-A, Hanumangarh - Ward-II Headquarter, Nohar"
RJZ012,RJC135,RJ390,Sriganganager,Circle-A Hanumangarh,"Circle-A, Hanumangarh - Ward-III Headquarter, Nohar"
RJZ012,RJC135,RJ564,Sriganganager,Circle-A Hanumangarh,"Circle-A, Hanumangarh, AC / CTO Ward"
RJZ012,RJC136,RJ088,Sriganganager,Circle-A Sriganganagar,"Circle-A, Sriganganagar - Ward-I"
RJZ012,RJC136,RJ089,Sriganganager,Circle-A Sriganganagar,"Circle-A, Sriganganagar - Ward-II"
RJZ012,RJC136,RJ562,Sriganganager,Circle-A Sriganganagar,"Circle-A, Sriganganagar, AC / CTO Ward"
RJZ012,RJC137,RJ112,Sriganganager,Circle-B Hanumangarh,"Circle-B, Hanumangarh - Ward-I"
RJZ012,RJC137,RJ113,Sriganganager,Circle-B Hanumangarh,"Circle-B, Hanumangarh - Ward-II"
RJZ012,RJC137,RJ114,Sriganganager,Circle-B Hanumangarh,"Circle-B, Hanumangarh - Ward-III"
RJZ012,RJC137,RJ565,Sriganganager,Circle-B Hanumangarh,"Circle-B, Hanumangarh, AC / CTO Ward"
RJZ012,RJC138,RJ129,Sriganganager,Circle-B Sriganganagar,"Circle-B, Sriganganagar - Ward-I"
RJZ012,RJC138,RJ130,Sriganganager,Circle-B Sriganganagar,"Circle-B, Sriganganagar - Ward-II"
RJZ012,RJC138,RJ563,Sriganganager,Circle-B Sriganganagar,"Circle-B, Sriganganagar, AC / CTO Ward"
RJZ012,RJC271,RJ943,Sriganganager,Circle-C Hanumangarh,"Circle-C, Hanumangarh - Ward-I"
RJZ012,RJC271,RJ944,Sriganganager,Circle-C Hanumangarh,"Circle-C, Hanumangarh - Ward-II"
RJZ012,RJC271,RJ942,Sriganganager,Circle-C Hanumangarh,"Circle-C, Hanumangarh, AC / CTO Ward"
RJZ012,RJC270,RJ940,Sriganganager,Circle-C Sriganganagar,"Circle-C, Sriganganagar - Ward-I"
RJZ012,RJC270,RJ941,Sriganganager,Circle-C Sriganganagar,"Circle-C, Sriganganagar - Ward-II"
RJZ012,RJC270,RJ939,Sriganganager,Circle-C Sriganganagar,"Circle-C, Sriganganagar, AC / CTO Ward"
RJZ013,RJC276,RJ957,Udaipur,Circle A - Banswara,Circle A - Banswara - Ward-I
RJZ013,RJC276,RJ958,Udaipur,Circle A - Banswara,Circle A - Banswara - Ward-II
RJZ013,RJC276,RJ956,Udaipur,Circle A - Banswara,"Circle A - Banswara, AC / CTO Ward"
RJZ013,RJC277,RJ960,Udaipur,Circle B - Banswara,Circle B - Banswara - Ward-I
RJZ013,RJC277,RJ961,Udaipur,Circle B - Banswara,Circle B - Banswara - Ward-II
RJZ013,RJC277,RJ959,Udaipur,Circle B - Banswara,"Circle B - Banswara, AC / CTO Ward"
RJZ013,RJC146,RJ091,Udaipur,Circle-A Udaipur,"Circle-A, Udaipur - Ward-I"
RJZ013,RJC146,RJ092,Udaipur,Circle-A Udaipur,"Circle-A, Udaipur - Ward-II"
RJZ013,RJC146,RJ093,Udaipur,Circle-A Udaipur,"Circle-A, Udaipur - Ward-III"
RJZ013,RJC146,RJ568,Udaipur,Circle-A Udaipur,"Circle-A, Udaipur, AC / CTO Ward"
RJZ013,RJC147,RJ132,Udaipur,Circle-B Udaipur,"Circle-B, Udaipur - Ward-I"
RJZ013,RJC147,RJ133,Udaipur,Circle-B Udaipur,"Circle-B, Udaipur - Ward-II"
RJZ013,RJC147,RJ134,Udaipur,Circle-B Udaipur,"Circle-B, Udaipur - Ward-III"
RJZ013,RJC147,RJ569,Udaipur,Circle-B Udaipur,"Circle-B, Udaipur, AC / CTO Ward"
RJZ013,RJC149,RJ170,Udaipur,Circle-C Udaipur,"Circle-C, Udaipur - Ward-I"
RJZ013,RJC149,RJ171,Udaipur,Circle-C Udaipur,"Circle-C, Udaipur - Ward-II"
RJZ013,RJC149,RJ173,Udaipur,Circle-C Udaipur,"Circle-C, Udaipur - Ward-III"
RJZ013,RJC149,RJ570,Udaipur,Circle-C Udaipur,"Circle-C, Udaipur, AC / CTO Ward"
RJZ013,RJC273,RJ948,Udaipur,Circle-D Udaipur,"Circle-D, Udaipur - Ward-I"
RJZ013,RJC273,RJ949,Udaipur,Circle-D Udaipur,"Circle-D, Udaipur - Ward-II"
RJZ013,RJC273,RJ947,Udaipur,Circle-D Udaipur,"Circle-D, Udaipur, AC / CTO Ward"
RJZ013,RJC150,RJ200,Udaipur,Circle-Dungarpur,Circle-Dungarpur - Ward-I
RJZ013,RJC150,RJ202,Udaipur,Circle-Dungarpur,Circle-Dungarpur - Ward-II
RJZ013,RJC150,RJ201,Udaipur,Circle-Dungarpur,"Circle-Dungarpur - Ward-III Headquarter, Sagwara"
RJZ013,RJC150,RJ572,Udaipur,Circle-Dungarpur,"Circle-Dungarpur, AC / CTO Ward"
RJZ013,RJC274,RJ951,Udaipur,Circle-E Udaipur,"Circle-E, Udaipur - Ward-I"
RJZ013,RJC274,RJ952,Udaipur,Circle-E Udaipur,"Circle-E, Udaipur - Ward-II Headquarter, Kherwara"
RJZ013,RJC274,RJ950,Udaipur,Circle-E Udaipur,"Circle-E, Udaipur, AC / CTO Ward"
RJZ013,RJC275,RJ954,Udaipur,Circle-F Udaipur,"Circle-F, Udaipur - Ward-I"
RJZ013,RJC275,RJ955,Udaipur,Circle-F Udaipur,"Circle-F, Udaipur - Ward-II Headquarter, Fatehnagar"
RJZ013,RJC275,RJ953,Udaipur,Circle-F Udaipur,"Circle-F, Udaipur, AC / CTO Ward"
